0.00777,0.04920
0.04839,0.13904
0.09910,0.18075
0.24945,0.24920
0.49824,0.36043
0.49784,0.41925
0.74779,0.51979
0.89819,0.74118
0.95000,0.78075
0.99015,0.94011
