0.01,0.102
0.05,0.196
0.25,0.2125
0.5,0.385
0.75,0.74625
0.95,0.684
0.99,0.7326
0.01,0.0888
0.05,0.053
0.25,0.205
0.5,0.435
0.75,0.6
0.95,0.76
0.99,0.8316
0.01,0.0486
0.05,0.055
0.25,0.1475
0.5,0.415
0.75,0.72
0.95,0.7315
0.99,0.8415
0.01,0.051
0.05,0.108
0.25,0.1425
0.5,0.44
0.75,0.675
0.95,0.646
0.99,0.9108
0.01,0.0392
0.05,0.0555
0.25,0.23
0.5,0.485
0.75,0.6075
0.95,0.798
0.99,0.7722
0.01,0.06
0.05,0.0855
0.25,0.2325
0.5,0.485
0.75,0.72
0.95,0.7885
0.99,0.9108
